SalesChannel,WarehouseCode,OrderDate,ShipDate,DeliveryDate,SalesRegion,CustomerName,StoreLocation,ProductName,OrderQuantity,DiscountApplied,UnitPrice,UnitCost
Wholesale,WARE-NMK1003,2018-10-06,2018-10-22,2018-11-01,South,WakeFern ,Georgia,TV and video,3,0.15,1051.9,831.001
Online,WARE-XYS1001,2018-10-06,2018-10-27,2018-11-06,South,Pure Group,California,Bar Tools,4,0.3,1025.1,789.327
Wholesale,WARE-PUJ1005,2018-10-06,2018-10-31,2018-11-01,South,U.S. Ltd,New York,Home Fragrances,2,0.05,194.3,83.549
In-Store,WARE-NBV1002,2018-10-06,2018-10-11,2018-10-20,Northeast,Medline ,California,Home Fragrances,2,0.075,3993.2,1836.872
In-Store,WARE-NBV1002,2018-10-06,2018-10-24,2018-10-27,Midwest,O.E. Ltd,California,Candleholders,5,0.05,5567.7,4175.775
In-Store,WARE-NMK1003,2018-10-06,2018-10-08,2018-10-16,Northeast,Llorens Ltd,Florida,Table Lamps,8,0.05,1065.3,500.691
Online,WARE-NMK1003,2018-10-06,2018-10-28,2018-10-31,Midwest,Procter Corp,Illinois,Dining Furniture,5,0.075,1072,911.2
Wholesale,WARE-PUJ1005,2018-10-06,2018-10-20,2018-10-26,South,Weimei Corp,New York,Bedroom Furniture,1,0.1,214.4,154.368
In-Store,WARE-XYS1001,2018-10-07,2018-11-04,2018-11-14,Northeast,Weimei Corp,California,Candles,2,0.1,5112.1,2913.897
In-Store,WARE-NMK1003,2018-10-07,2018-10-24,2018-10-29,Midwest,Apollo Ltd,Illinois,Audio,7,0.1,904.5,615.06
Wholesale,WARE-PUJ1005,2018-10-07,2018-10-25,2018-11-03,South,"PEDIFIX, Corp",Tennessee,Bean Bags,4,0.15,2324.9,1952.916
In-Store,WARE-UHY1004,2018-10-07,2018-10-21,2018-10-28,South,OHTA'S Corp,Maryland,Outdoor Decor,8,0.075,3993.2,3314.356
Online,WARE-PUJ1005,2018-10-07,2018-10-25,2018-11-03,Midwest,ETUDE Ltd,Ohio,Computers,3,0.15,1025.1,594.558
In-Store,WARE-NMK1003,2018-10-07,2018-10-24,2018-10-26,Midwest,OHTA'S Corp,Connecticut,Cookware,1,0.05,1306.5,888.42
In-Store,WARE-XYS1001,2018-10-07,2018-10-28,2018-10-31,Midwest,Burt's Corp,California,Floor Lamps,5,0.1,254.6,101.84
Online,WARE-UHY1004,2018-10-07,2018-10-25,2018-10-27,West,"Fenwal, Corp",North Carolina,Dinnerware,2,0.05,1896.1,1573.763
In-Store,WARE-NMK1003,2018-10-08,2018-10-21,2018-10-22,South,21st Ltd,Indiana,Bar Tools,3,0.075,1058.6,571.644
Wholesale,WARE-UHY1004,2018-10-08,2018-10-28,2018-11-04,South,Rochester Ltd,Nevada,Wreaths,1,0.05,4020,2130.6
In-Store,WARE-NMK1003,2018-10-08,2018-10-31,2018-11-04,Northeast,Uriel Group,Florida,Table Lamps,5,0.2,2003.3,861.419
In-Store,WARE-UHY1004,2018-10-08,2018-10-12,2018-10-15,West,Ole Group,North Carolina,Audio,6,0.075,5165.7,4029.246
Online,WARE-NBV1002,2018-10-08,2018-10-16,2018-10-22,Northeast,"3LAB, Ltd",California,Vanities,6,0.3,5145.6,3601.92
Online,WARE-MKL1006,2018-10-08,2018-10-28,2018-11-06,Midwest,Procter Corp,Texas,Vanities,4,0.2,1936.3,1277.958
Wholesale,WARE-NMK1003,2018-10-09,2018-10-30,2018-11-09,South,Avon Corp,Florida,Candleholders,7,0.075,174.2,114.972
Distributor,WARE-PUJ1005,2018-10-09,2018-10-27,2018-11-05,Midwest,"Fenwal, Corp",South Dakota,Dining Furniture,1,0.05,1728.6,1071.732
In-Store,WARE-NBV1002,2018-10-09,2018-10-12,2018-10-19,West,AuroMedics Corp,California,Rugs,5,0.15,1809,1121.58
In-Store,WARE-NMK1003,2018-10-09,2018-10-16,2018-10-18,South,Capweld ,Indiana,Wreaths,7,0.075,3517.5,2673.3
In-Store,WARE-XYS1001,2018-10-09,2018-10-12,2018-10-16,Midwest,E. Ltd,Arizona,Bedroom Furniture,5,0.075,2659.9,2154.519
Online,WARE-PUJ1005,2018-10-09,2018-10-11,2018-10-19,West,Burt's Corp,New York,Wall Frames,3,0.1,2351.7,1716.741
In-Store,WARE-PUJ1005,2018-10-10,2018-10-23,2018-10-24,Northeast,"Exact-Rx, Corp",Texas,Floor Lamps,5,0.075,180.9,94.068
Distributor,WARE-NMK1003,2018-10-10,2018-11-07,2018-11-13,Midwest,Ohio ,Connecticut,Pendants,3,0.075,1118.9,581.828
In-Store,WARE-NMK1003,2018-10-10,2018-10-26,2018-11-03,Midwest,O.E. Ltd,Illinois,Sculptures,3,0.15,2010,1185.9
Wholesale,WARE-NMK1003,2018-10-10,2018-10-28,2018-11-01,Northeast,Qualitest ,Indiana,Floor Lamps,5,0.05,1206,795.96
Distributor,WARE-XYS1001,2018-10-10,2018-11-05,2018-11-06,Northeast,Pacific Ltd,Alabama,Sculptures,1,0.05,180.9,130.248
In-Store,WARE-UHY1004,2018-10-11,2018-10-24,2018-10-26,West,Medline ,New Jersey,Table Lamps,1,0.075,3886,2059.58
Online,WARE-MKL1006,2018-10-11,2018-11-02,2018-11-07,West,Medline ,Washington,Blankets,3,0.075,6505.7,4293.762
Online,WARE-XYS1001,2018-10-11,2018-10-24,2018-10-25,West,ETUDE Ltd,California,Clocks,3,0.05,1051.9,820.482
In-Store,WARE-PUJ1005,2018-10-11,2018-11-05,2018-11-06,Midwest,Select ,Oklahoma,Wine Storage,4,0.05,1092.1,524.208
In-Store,WARE-XYS1001,2018-10-11,2018-10-17,2018-10-20,West,Llorens Ltd,California,Audio,4,0.15,2492.4,1370.82
Distributor,WARE-MKL1006,2018-10-11,2018-11-05,2018-11-15,Midwest,Pure Group,Virginia,Stemware,6,0.075,3892.7,1868.496
Distributor,WARE-MKL1006,2018-10-12,2018-10-21,2018-10-27,West,Ohio ,Wisconsin,Outdoor Decor,7,0.4,2505.8,2079.814
Wholesale,WARE-UHY1004,2018-10-12,2018-10-28,2018-11-01,Northeast,Sundial ,Nevada,Festive,8,0.1,824.1,395.568
Distributor,WARE-UHY1004,2018-10-12,2018-10-27,2018-11-01,Midwest,Amylin Group,Nevada,Blankets,8,0.05,690.1,441.664
In-Store,WARE-NBV1002,2018-10-12,2018-11-06,2018-11-12,West,Prasco Group,California,Floral,5,0.2,2365.1,1206.201
In-Store,WARE-NBV1002,2018-10-12,2018-11-01,2018-11-06,South,Llorens Ltd,California,Wine Storage,8,0.3,1072,460.96
Online,WARE-MKL1006,2018-10-12,2018-10-17,2018-10-18,Midwest,Pure Group,Virginia,Pendants,3,0.075,1065.3,468.732
Online,WARE-UHY1004,2018-10-12,2018-10-19,2018-10-29,South,Medsep Group,Nevada,Ornaments,7,0.1,2586.2,1396.548
In-Store,WARE-PUJ1005,2018-10-13,2018-10-25,2018-11-04,Northeast,U.S. Ltd,Texas,Cocktail Glasses,2,0.05,207.7,151.621
Online,WARE-XYS1001,2018-10-13,2018-10-16,2018-10-25,Midwest,Mylan Corp,California,Dinnerware,5,0.075,4006.6,2283.762
In-Store,WARE-XYS1001,2018-10-13,2018-10-20,2018-10-24,West,Select ,California,Baseball,6,0.15,2331.6,1095.852
Distributor,WARE-NMK1003,2018-10-13,2018-10-24,2018-10-30,Midwest,Uriel Group,Colorado,Collectibles,7,0.3,1018.4,600.856
Online,WARE-XYS1001,2018-10-13,2018-11-02,2018-11-12,South,Eminence Corp,Arizona,Bar Tools,3,0.2,5628,4108.44
Distributor,WARE-NMK1003,2018-10-13,2018-11-07,2018-11-11,Midwest,Bare ,Florida,Cocktail Glasses,3,0.2,2546,1782.2
Online,WARE-MKL1006,2018-10-13,2018-10-24,2018-10-27,Midwest,Qualitest ,Texas,Blankets,5,0.075,857.6,668.928
In-Store,WARE-NMK1003,2018-10-14,2018-11-07,2018-11-08,West,"3LAB, Ltd",California,Festive,7,0.075,3906.1,1757.745
In-Store,WARE-UHY1004,2018-10-14,2018-11-03,2018-11-07,West,Apollo Ltd,New York,Baseball,8,0.05,1005,783.9
Distributor,WARE-PUJ1005,2018-10-14,2018-11-08,2018-11-17,Midwest,Victory Ltd,Tennessee,TV and video,4,0.05,844.2,388.332
Distributor,WARE-XYS1001,2018-10-14,2018-10-21,2018-10-25,South,Nipro ,California,Stemware,3,0.075,1031.8,515.9
In-Store,WARE-PUJ1005,2018-10-15,2018-10-17,2018-10-18,Northeast,"PEDIFIX, Corp",Tennessee,Cookware,2,0.05,924.6,591.744
In-Store,WARE-PUJ1005,2018-10-15,2018-10-22,2018-10-24,Midwest,U.S. Ltd,South Carolina,Bedroom Furniture,6,0.075,1072,825.44
Wholesale,WARE-NBV1002,2018-10-15,2018-10-22,2018-10-31,South,OHTA'S Corp,California,Phones,5,0.15,261.3,172.458
Online,WARE-XYS1001,2018-10-15,2018-10-20,2018-10-28,South,Nipro ,California,Wine Storage,4,0.05,1065.3,894.852
In-Store,WARE-UHY1004,2018-10-15,2018-11-06,2018-11-10,Midwest,Ascend Ltd,North Carolina,Cookware,5,0.15,1929.6,1254.24
Online,WARE-XYS1001,2018-10-15,2018-10-31,2018-11-09,South,Pure Group,California,Festive,3,0.1,5460.5,3494.72
Distributor,WARE-UHY1004,2018-10-15,2018-10-26,2018-10-29,Midwest,Wuxi Group,North Carolina,Outdoor Decor,1,0.05,1815.7,1180.205
Online,WARE-NMK1003,2018-10-15,2018-11-05,2018-11-07,South,Llorens Ltd,Illinois,Outdoor Furniture,6,0.2,944.7,387.327
In-Store,WARE-MKL1006,2018-10-15,2018-10-31,2018-11-01,West,Medsep Group,Utah,Dining Furniture,7,0.05,850.9,553.085
Online,WARE-NBV1002,2018-10-15,2018-11-01,2018-11-09,Midwest,Select ,California,Sculptures,5,0.075,207.7,174.468
Online,WARE-NMK1003,2018-10-15,2018-11-10,2018-11-12,Midwest,Capweld ,Connecticut,Stemware,5,0.1,1916.2,823.966
Online,WARE-UHY1004,2018-10-16,2018-11-12,2018-11-13,South,Dharma Ltd,Missouri,Blankets,2,0.1,1889.4,963.594
In-Store,WARE-NMK1003,2018-10-16,2018-10-19,2018-10-24,Northeast,ETUDE Ltd,Colorado,Bar Tools,3,0.075,241.2,185.724
Distributor,WARE-NMK1003,2018-10-16,2018-11-02,2018-11-07,Midwest,"Elorac, Corp",Florida,Dining Furniture,6,0.075,6016.6,4392.118
Distributor,WARE-XYS1001,2018-10-16,2018-11-01,2018-11-08,Midwest,Llorens Ltd,California,Accessories,3,0.075,1072,621.76
In-Store,WARE-XYS1001,2018-10-16,2018-11-06,2018-11-15,West,Sundial ,Alabama,Cookware,4,0.15,3825.7,2601.476
In-Store,WARE-MKL1006,2018-10-17,2018-11-09,2018-11-15,West,Avon Corp,Virginia,Furniture Cushions,6,0.05,2814,2166.78
In-Store,WARE-PUJ1005,2018-10-17,2018-10-23,2018-10-28,West,Trigen ,New York,Bar Tools,8,0.05,2619.7,1807.593
Wholesale,WARE-NMK1003,2018-10-17,2018-10-19,2018-10-24,South,"Fenwal, Corp",Illinois,Cocktail Glasses,7,0.3,1118.9,525.883
In-Store,WARE-NMK1003,2018-10-17,2018-10-28,2018-11-01,West,New Ltd,Illinois,TV and video,2,0.05,1072,514.56
In-Store,WARE-NMK1003,2018-10-17,2018-10-25,2018-10-27,Midwest,Pacific Ltd,Illinois,Vanities,2,0.05,3946.3,1617.983
In-Store,WARE-PUJ1005,2018-10-17,2018-11-01,2018-11-03,Midwest,Prasco Group,Texas,Festive,7,0.05,241.2,166.428
Online,WARE-NMK1003,2018-10-18,2018-11-11,2018-11-20,South,U.S. Ltd,Illinois,Mirrors,2,0.05,241.2,156.78
Online,WARE-UHY1004,2018-10-18,2018-10-24,2018-10-30,West,Ei ,New York,Rugs,8,0.4,1005,854.25
Online,WARE-NMK1003,2018-10-18,2018-11-07,2018-11-13,South,Llorens Ltd,Georgia,Bedroom Furniture,1,0.1,234.5,178.22
In-Store,WARE-NMK1003,2018-10-18,2018-11-01,2018-11-11,Northeast,Trigen ,Georgia,Vanities,4,0.15,904.5,741.69
In-Store,WARE-NMK1003,2018-10-18,2018-11-10,2018-11-20,West,Medline ,California,Vases,6,0.15,1085.4,477.576
In-Store,WARE-NBV1002,2018-10-18,2018-10-23,2018-11-01,South,"Elorac, Corp",California,Ornaments,5,0.15,1018.4,600.856
In-Store,WARE-XYS1001,2018-10-18,2018-10-23,2018-11-02,South,U.S. Ltd,California,Serveware,4,0.15,261.3,180.297
Online,WARE-PUJ1005,2018-10-18,2018-11-14,2018-11-23,West,Prasco Group,Oregon,Festive,5,0.075,3939.6,2166.78
Online,WARE-PUJ1005,2018-10-18,2018-11-14,2018-11-18,Midwest,OUR Ltd,Tennessee,Accessories,4,0.075,6117.1,3364.405
Online,WARE-NMK1003,2018-10-18,2018-11-07,2018-11-16,Midwest,ETUDE Ltd,Florida,Bathroom Furniture,2,0.05,1775.5,1207.34
In-Store,WARE-NMK1003,2018-10-18,2018-10-21,2018-10-30,Northeast,Avon Corp,Illinois,Rugs,2,0.075,1005,683.4
Online,WARE-MKL1006,2018-10-19,2018-11-14,2018-11-19,West,"Fenwal, Corp",Wisconsin,Clocks,8,0.05,1159.1,985.235
In-Store,WARE-UHY1004,2018-10-19,2018-10-31,2018-11-09,West,Apollo Ltd,Nevada,Outdoor Decor,7,0.075,241.2,200.196
Distributor,WARE-NMK1003,2018-10-19,2018-10-27,2018-11-06,Midwest,Nipro ,Indiana,Mirrors,7,0.05,5936.2,3264.91
Online,WARE-PUJ1005,2018-10-19,2018-11-11,2018-11-15,South,E. Ltd,Tennessee,Table Lamps,6,0.075,931.3,391.146
In-Store,WARE-NMK1003,2018-10-19,2018-11-07,2018-11-11,Midwest,Ei ,Florida,Computers,4,0.05,1299.8,623.904
In-Store,WARE-XYS1001,2018-10-19,2018-11-14,2018-11-19,Northeast,Rochester Ltd,California,Audio,2,0.05,5373.4,2364.296
Distributor,WARE-MKL1006,2018-10-19,2018-11-01,2018-11-05,Midwest,Ascend Ltd,Texas,Candles,2,0.3,2224.4,1801.764
In-Store,WARE-NMK1003,2018-10-20,2018-11-17,2018-11-24,Midwest,"Exact-Rx, Corp",Indiana,Home Fragrances,5,0.075,2673.3,1684.179
Distributor,WARE-PUJ1005,2018-10-20,2018-10-27,2018-11-01,Midwest,Ole Group,Oregon,Wall Frames,6,0.1,3999.9,2559.936
Online,WARE-UHY1004,2018-10-20,2018-11-08,2018-11-11,Midwest,Eminence Corp,Missouri,Rugs,2,0.05,3845.8,3268.93
Online,WARE-NMK1003,2018-10-20,2018-10-22,2018-10-26,West,Winthrop ,Florida,Basketball,2,0.15,2311.5,1433.13
In-Store,WARE-MKL1006,2018-10-20,2018-11-16,2018-11-20,West,"Exact-Rx, Corp",Virginia,Bedroom Furniture,3,0.15,1112.2,444.88
Online,WARE-NMK1003,2018-10-20,2018-11-11,2018-11-17,West,Ohio ,Florida,Table Linens,8,0.05,1031.8,588.126
In-Store,WARE-NMK1003,2018-10-20,2018-10-26,2018-10-27,Northeast,S.S.S. Group,Connecticut,Clocks,4,0.3,891.1,650.503
In-Store,WARE-NBV1002,2018-10-20,2018-10-26,2018-11-02,Midwest,21st Ltd,California,Home Fragrances,4,0.1,6103.7,4394.664
Online,WARE-PUJ1005,2018-10-21,2018-11-07,2018-11-16,West,"Fenwal, Corp",Oklahoma,Furniture Cushions,3,0.1,5547.6,3217.608
Online,WARE-PUJ1005,2018-10-21,2018-11-14,2018-11-18,West,Ole Group,Texas,Computers,3,0.05,683.4,396.372
In-Store,WARE-XYS1001,2018-10-21,2018-11-11,2018-11-12,South,Avon Corp,California,Sculptures,6,0.15,5058.5,2782.175
Online,WARE-MKL1006,2018-10-21,2018-11-10,2018-11-18,West,Pure Group,Texas,Bar Tools,8,0.075,2485.7,1217.993
Wholesale,WARE-UHY1004,2018-10-21,2018-10-24,2018-10-30,West,Uriel Group,North Carolina,Pillows,8,0.075,6056.8,2907.264
Distributor,WARE-PUJ1005,2018-10-21,2018-10-31,2018-11-01,Midwest,Qualitest ,Texas,Platters,8,0.1,3819,2367.78
In-Store,WARE-PUJ1005,2018-10-21,2018-11-01,2018-11-06,Northeast,Trigen ,Ohio,Baseball,6,0.1,951.4,437.644
Wholesale,WARE-NMK1003,2018-10-21,2018-10-24,2018-10-29,West,Ascend Ltd,Florida,Floral,6,0.2,1172.5,926.275
In-Store,WARE-NMK1003,2018-10-21,2018-11-16,2018-11-22,West,O.E. Ltd,Kansas,Audio,8,0.05,2586.2,1396.548
Wholesale,WARE-PUJ1005,2018-10-22,2018-10-30,2018-11-08,South,21st Ltd,Tennessee,Mirrors,1,0.15,234.5,194.635
In-Store,WARE-XYS1001,2018-10-22,2018-11-17,2018-11-27,Northeast,"Elorac, Corp",California,Bedroom Furniture,2,0.075,1192.6,632.078
Wholesale,WARE-PUJ1005,2018-10-22,2018-11-11,2018-11-19,West,Ole Group,Oregon,Sculptures,6,0.15,3249.5,2697.085
Online,WARE-NMK1003,2018-10-22,2018-11-07,2018-11-13,Midwest,21st Ltd,Illinois,Basketball,7,0.3,5607.9,3757.293
In-Store,WARE-NMK1003,2018-10-22,2018-11-07,2018-11-09,Northeast,Bare ,Kentucky,Pendants,1,0.1,1098.8,868.052
Distributor,WARE-XYS1001,2018-10-22,2018-11-05,2018-11-11,Midwest,Ei ,California,Table Linens,7,0.1,1936.3,1394.136
Online,WARE-XYS1001,2018-10-22,2018-11-15,2018-11-22,Midwest,Trigen ,California,Baseball,7,0.1,6371.7,4460.19
In-Store,WARE-PUJ1005,2018-10-22,2018-11-16,2018-11-21,West,U.S. Ltd,Texas,Audio,8,0.075,897.8,736.196
Online,WARE-MKL1006,2018-10-22,2018-11-18,2018-11-25,West,Linde ,Washington,Baseball,2,0.4,837.5,586.25
Online,WARE-XYS1001,2018-10-22,2018-11-06,2018-11-10,West,Ole Group,Arizona,Sculptures,3,0.075,737,626.45
In-Store,WARE-UHY1004,2018-10-23,2018-11-07,2018-11-11,South,Victory Ltd,New Hampshire,Rugs,6,0.05,180.9,146.529
In-Store,WARE-MKL1006,2018-10-23,2018-10-26,2018-11-02,South,Ascend Ltd,Virginia,Cocktail Glasses,4,0.05,3463.9,1662.672
In-Store,WARE-XYS1001,2018-10-23,2018-11-04,2018-11-07,Midwest,Pacific Ltd,California,Basketball,4,0.075,180.9,85.023
Online,WARE-NMK1003,2018-10-23,2018-11-03,2018-11-09,West,Medsep Group,Georgia,Bar Tools,5,0.075,971.5,777.2
Online,WARE-NMK1003,2018-10-24,2018-11-13,2018-11-22,West,"Apotheca, Ltd",Indiana,Clocks,8,0.05,2472.3,1310.319
In-Store,WARE-MKL1006,2018-10-24,2018-11-05,2018-11-08,Northeast,New Ltd,Texas,Table Lamps,5,0.05,2385.2,1025.636
Online,WARE-NBV1002,2018-10-24,2018-11-08,2018-11-14,West,Linde ,California,Serveware,6,0.15,227.8,150.348
Distributor,WARE-PUJ1005,2018-10-24,2018-11-18,2018-11-26,West,"Exact-Rx, Corp",Tennessee,Floral,4,0.05,1983.2,1487.4
In-Store,WARE-UHY1004,2018-10-24,2018-11-18,2018-11-20,West,OUR Ltd,Nebraska,Candles,3,0.05,3973.1,2423.591
In-Store,WARE-NBV1002,2018-10-24,2018-11-01,2018-11-04,South,Burt's Corp,California,Stemware,7,0.2,3926.2,2120.148
Wholesale,WARE-XYS1001,2018-10-24,2018-11-16,2018-11-26,West,"Apotheca, Ltd",California,Pendants,7,0.075,2412,2001.96
In-Store,WARE-MKL1006,2018-10-24,2018-11-15,2018-11-23,Midwest,Medline ,Texas,Cocktail Glasses,8,0.1,207.7,137.082
In-Store,WARE-NMK1003,2018-10-24,2018-10-26,2018-11-04,West,Avon Corp,Indiana,Outdoor Decor,6,0.075,3155.7,1924.977
In-Store,WARE-UHY1004,2018-10-25,2018-11-04,2018-11-10,South,Ole Group,New Jersey,Bathroom Furniture,5,0.2,991.6,475.968
In-Store,WARE-XYS1001,2018-10-25,2018-11-20,2018-11-27,Northeast,"Fenwal, Corp",California,Rugs,6,0.075,1185.9,913.143
In-Store,WARE-XYS1001,2018-10-25,2018-10-29,2018-11-04,Northeast,"Elorac, Corp",Arkansas,Cookware,8,0.05,201,152.76
Distributor,WARE-MKL1006,2018-10-25,2018-10-29,2018-10-30,Midwest,"Exact-Rx, Corp",Virginia,Platters,8,0.1,1159.1,834.552
In-Store,WARE-NBV1002,2018-10-25,2018-11-16,2018-11-20,West,Procter Corp,California,Ornaments,5,0.3,2653.2,1247.004
Online,WARE-PUJ1005,2018-10-25,2018-10-31,2018-11-08,Midwest,AuroMedics Corp,Texas,Pendants,8,0.2,3932.9,1691.147
Distributor,WARE-NMK1003,2018-10-25,2018-11-20,2018-11-30,Midwest,Linde ,Illinois,TV and video,7,0.075,2680,2010
In-Store,WARE-NBV1002,2018-10-25,2018-11-07,2018-11-13,Midwest,U.S. Ltd,California,Cookware,6,0.075,2385.2,1836.604
In-Store,WARE-NMK1003,2018-10-25,2018-11-18,2018-11-24,South,"Elorac, Corp",Connecticut,Wall Coverings,4,0.05,1949.7,1559.76
Online,WARE-PUJ1005,2018-10-25,2018-11-06,2018-11-16,South,S.S.S. Group,New York,Basketball,8,0.05,1139,489.77
In-Store,WARE-PUJ1005,2018-10-25,2018-11-21,2018-12-01,West,Prasco Group,Texas,Bar Tools,8,0.15,2646.5,1561.435
In-Store,WARE-NMK1003,2018-10-26,2018-11-15,2018-11-25,Northeast,Winthrop ,Colorado,Home Fragrances,2,0.1,221.1,185.724
In-Store,WARE-NMK1003,2018-10-26,2018-11-04,2018-11-11,West,E. Ltd,Florida,Dinnerware,4,0.1,1025.1,574.056
Distributor,WARE-PUJ1005,2018-10-26,2018-11-07,2018-11-16,Midwest,Llorens Ltd,Texas,Serveware,7,0.075,268,125.96
Online,WARE-PUJ1005,2018-10-26,2018-10-28,2018-11-02,South,Llorens Ltd,Texas,Sculptures,5,0.4,1098.8,912.004
In-Store,WARE-NMK1003,2018-10-26,2018-11-06,2018-11-11,South,ETUDE Ltd,Illinois,Pendants,8,0.15,2653.2,1538.856
Distributor,WARE-UHY1004,2018-10-26,2018-11-15,2018-11-19,Northeast,S.S.S. Group,Minnesota,Outdoor Furniture,4,0.075,2237.8,1297.924
In-Store,WARE-NBV1002,2018-10-27,2018-11-20,2018-11-30,West,Mylan Corp,California,Dining Furniture,4,0.05,1922.9,884.534
Online,WARE-MKL1006,2018-10-27,2018-11-15,2018-11-25,Northeast,Select ,Utah,Phones,2,0.05,5380.1,4304.08
Online,WARE-NMK1003,2018-10-27,2018-11-10,2018-11-19,South,Capweld ,Colorado,Vases,2,0.05,1078.7,528.563
Online,WARE-XYS1001,2018-10-27,2018-10-30,2018-11-03,South,Bare ,Arizona,Clocks,2,0.1,2271.3,1294.641
Online,WARE-NMK1003,2018-10-27,2018-11-12,2018-11-15,West,Medsep Group,Florida,Wine Storage,3,0.15,5473.9,2846.428
In-Store,WARE-UHY1004,2018-10-27,2018-11-21,2018-11-23,Northeast,OUR Ltd,Minnesota,Phones,8,0.075,2371.8,1541.67
In-Store,WARE-NMK1003,2018-10-27,2018-11-04,2018-11-05,Northeast,Amylin Group,Georgia,Home Fragrances,7,0.075,877.7,465.181
Online,WARE-UHY1004,2018-10-27,2018-11-11,2018-11-19,Midwest,AuroMedics Corp,North Carolina,Wine Storage,6,0.2,1688.4,759.78
Online,WARE-PUJ1005,2018-10-27,2018-11-09,2018-11-18,Midwest,Prasco Group,New York,Audio,4,0.075,1246.2,710.334
Distributor,WARE-PUJ1005,2018-10-28,2018-11-11,2018-11-20,Northeast,Sundial ,New York,Bakeware,6,0.1,187.6,121.94
In-Store,WARE-NBV1002,2018-10-28,2018-11-13,2018-11-18,South,"Exact-Rx, Corp",California,Dining Furniture,7,0.05,1018.4,712.88
Online,WARE-XYS1001,2018-10-28,2018-11-20,2018-11-27,West,Ei ,California,Wall Coverings,3,0.075,1721.9,792.074
In-Store,WARE-NMK1003,2018-10-28,2018-11-21,2018-11-26,Northeast,OUR Ltd,Colorado,Pendants,6,0.075,3082,1541
Distributor,WARE-NBV1002,2018-10-28,2018-11-13,2018-11-16,Midwest,Linde ,California,Basketball,5,0.1,2010,1346.7
Online,WARE-MKL1006,2018-10-29,2018-11-26,2018-11-30,West,Winthrop ,Washington,Outdoor Furniture,6,0.15,3946.3,3314.892
In-Store,WARE-NBV1002,2018-10-29,2018-11-10,2018-11-16,South,AuroMedics Corp,California,Wall Frames,5,0.075,2633.1,1132.233
In-Store,WARE-UHY1004,2018-10-29,2018-11-13,2018-11-17,Northeast,Pacific Ltd,New Hampshire,Floor Lamps,8,0.1,2894.4,1389.312
Distributor,WARE-MKL1006,2018-10-29,2018-11-07,2018-11-16,Midwest,Procter Corp,Texas,Accessories,8,0.075,871,600.99
In-Store,WARE-NMK1003,2018-10-29,2018-11-02,2018-11-09,Northeast,Uriel Group,Colorado,Baseball,2,0.05,1118.9,548.261
Distributor,WARE-NMK1003,2018-10-29,2018-11-24,2018-11-30,South,"PEDIFIX, Corp",Colorado,Outdoor Decor,4,0.15,3048.5,1768.13
Online,WARE-PUJ1005,2018-10-29,2018-11-03,2018-11-07,South,OUR Ltd,Ohio,Cocktail Glasses,2,0.1,3276.3,1539.861
Online,WARE-PUJ1005,2018-10-29,2018-11-16,2018-11-20,West,"3LAB, Ltd",Ohio,Pillows,4,0.2,1132.3,520.858
Online,WARE-NMK1003,2018-10-29,2018-11-13,2018-11-19,Midwest,Procter Corp,Georgia,Wreaths,5,0.075,964.8,762.192
In-Store,WARE-XYS1001,2018-10-29,2018-11-23,2018-12-03,West,OHTA'S Corp,California,TV and video,6,0.15,268,155.44
Distributor,WARE-UHY1004,2018-10-29,2018-11-11,2018-11-12,Northeast,Dharma Ltd,Massachusetts,Home Fragrances,1,0.2,978.2,665.176
Online,WARE-XYS1001,2018-10-29,2018-11-05,2018-11-08,Midwest,"Apotheca, Ltd",California,Pillows,2,0.2,3872.6,2672.094
Online,WARE-NMK1003,2018-10-30,2018-11-22,2018-11-25,Northeast,"Exact-Rx, Corp",Colorado,Bedroom Furniture,1,0.2,2954.7,2511.495
Online,WARE-PUJ1005,2018-10-30,2018-11-04,2018-11-11,Midwest,Niconovum Corp,Texas,Floor Lamps,1,0.1,2418.7,1330.285
Wholesale,WARE-UHY1004,2018-10-30,2018-11-13,2018-11-16,South,Apollo Ltd,New Jersey,Serveware,4,0.15,2217.7,953.611
Wholesale,WARE-NMK1003,2018-10-30,2018-11-18,2018-11-28,Northeast,Medsep Group,Illinois,Floor Lamps,3,0.1,3564.4,2495.08
Distributor,WARE-UHY1004,2018-10-31,2018-11-06,2018-11-10,Northeast,O.E. Ltd,Massachusetts,Floral,3,0.1,1835.8,1468.64
Online,WARE-NBV1002,2018-10-31,2018-11-27,2018-11-29,South,Weimei Corp,California,Platters,7,0.2,2626.4,2153.648
Online,WARE-XYS1001,2018-10-31,2018-11-04,2018-11-09,Midwest,Pure Group,Arizona,Ornaments,4,0.075,2532.6,1848.798
In-Store,WARE-NMK1003,2018-10-31,2018-11-17,2018-11-21,Northeast,"Exact-Rx, Corp",Colorado,Outdoor Decor,8,0.3,2391.9,1770.006
In-Store,WARE-MKL1006,2018-10-31,2018-11-28,2018-12-05,West,Victory Ltd,Virginia,Bakeware,6,0.1,817.4,621.224
Distributor,WARE-XYS1001,2018-10-31,2018-11-04,2018-11-13,Northeast,Pacific Ltd,California,Ornaments,5,0.15,3939.6,1575.84
In-Store,WARE-PUJ1005,2018-10-31,2018-11-27,2018-12-02,Midwest,S.S.S. Group,Texas,Cocktail Glasses,7,0.075,3182.5,1686.725
